@relation out

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {'PHX','LAX','SFO','ANC','LAS','SLC','DEN','ONT','FAI','BQN','PSE','HNL','BIS','IYK','EWR','BOS','MKE','GFK','OMA','GSO','LMT','SEA','MCO','TPA','DLH','MSP','FAR','MFE','MSY','VPS','BWI','MAF','LWS','RST','ALB','DSM','CHS','MSN','JAX','SAT','PNS','BHM','LIT','SAV','BNA','ICT','ECP','DHN','MGM','CAE','PWM','ACV','EKO','PHL','ATL','PDX','RIC','BTR','HRL','MYR','TUS','SBN','CAK','TVC','CLE','ORD','DAY','MFR','BTV','TLH','TYS','DFW','FLL','AUS','CHA','CMH','LRD','BRO','CRP','LAN','PVD','FWA','JFK','LGA','OKC','PIT','PBI','ORF','DCA','AEX','SYR','SHV','VLD','BDL','FAT','BZN','RDM','LFT','IPL','EAU','ERI','BUF','IAH','MCI','AGS','ABI','GRR','LBB','CLT','LEX','MBS','MOD','AMA','SGF','AZO','ABE','SWF','BGM','AVP','FNT','GSP','ATW','ITH','TUL','COS','ELP','ABQ','SMF','STL','IAD','DTW','RDU','RSW','OAK','ROC','IND','CVG','MDW','SDF','ABY','TRI','XNA','ROA','MLI','LYH','EVV','HPN','FAY','EWN','CSG','GPT','MLU','MOB','OAJ','CHO','ILM','BMI','PHF','ACY','JAN','CID','GRK','HOU','CRW','HTS','PSC','BOI','SBP','CLD','PSP','SBA','MEM','MRY','GEG','RDD','PAH','CMX','SPI','EUG','CIC','PIH','SGU','COD','MIA','MHT','GRB','FSD','SJU','AVL','BFL','RAP','DRO','PIA','OGG','SIT','TXK','RNO','DAL','SCE','MEI','MDT','FCA','SJC','KOA','PLN','SAN','GNV','HLN','GJT','CPR','FSM','CMI','GTF','HDN','ITO','MTJ','HSV','BTM','BIL','COU','MSO','SMX','TWF','ISP','GCC','LIH','LNK','DAB','SNA','MQT','LGB','CWA','LSE','BUR','ACT','MHK','MOT','IDA','SUN','GTR','MLB','SRQ','JAC','ASE','LCH','JNU','ROW','BQK','YUM','FLG','EGE','GUC','EYW','RKS','BGR','ELM','ADQ','OTZ','OTH','STT','KTN','BET','SJT','CDC','CEC','SPS','SCC','STX','OME','MKG','WRG','TYR','BRW','GGG','PSG','BKG','YAK','CLL','SAF','CYS','LWB','CDV','FLO','BLI','DBQ','TOL','UTM','PIE','ADK','ABR','TEX','MMH','GUM'}
@attribute AirportTo {'CLT','DFW','SEA','IAH','MSP','DTW','ORD','ATL','PDX','JFK','SLC','HNL','PHX','MCO','OGG','LAX','KOA','ITO','SFO','MIA','IAD','SMF','PHL','LIH','DEN','LGA','MEM','CVG','YUM','CWA','MKE','BQN','FAI','LAS','ANC','BOS','LGB','FLL','SJU','EWR','DCA','BWI','RDU','MCI','TYS','SAN','ONT','OAK','MDW','BNA','DAL','CLE','JAX','JNU','RNO','ELP','SAT','OTZ','MBS','BDL','STL','HOU','AUS','SNA','SJC','LIT','TUS','TUL','CMH','LAN','IND','AMA','CRP','PIT','RKS','FWA','TPA','PBI','JAN','DSM','ADQ','GRB','PVD','ABQ','SDF','RSW','MSY','BUR','BOI','TLH','BHM','ACV','ORF','BET','KTN','RIC','SRQ','BTR','XNA','MHT','GRR','SBN','SBA','ROA','CID','GPT','MFR','SGU','HPN','OMA','OTH','GSP','LMT','BUF','MSN','BFL','CAE','HRL','OKC','SYR','COS','BTV','CDC','SCC','DAY','SJT','TVC','ROC','ISP','MRY','SBP','MLI','MOB','CIC','SAV','FAT','EKO','GEG','ECP','LFT','SUN','HSV','SHV','CHA','CAK','BZN','MAF','GSO','MDT','PHF','ICT','AZO','RAP','CHS','CLD','MKG','VPS','PIH','ATW','AGS','PNS','BIL','SPI','FAR','CPR','PIA','SPS','TWF','LBB','ALB','CEC','DRO','GJT','GNV','RST','AVL','GRK','PSP','LEX','TRI','SGF','FSM','RDD','OME','MFE','LSE','BMI','MYR','FAY','FSD','EUG','MGM','EVV','MLB','FNT','STT','WRG','ABE','BIS','MOT','MLU','GFK','RDM','COU','LRD','PSC','MOD','PWM','ILM','ABY','CRW','TXK','BRO','BRW','EYW','DAB','ROW','ABI','EAU','TYR','MSO','FLG','CSG','VLD','DHN','OAJ','AEX','CHO','SAF','GGG','FCA','ASE','BKG','MHK','LNK','MQT','YAK','GTR','SMX','SWF','ITH','AVP','ELM','BGM','SIT','PSG','CYS','CLL','SCE','LWB','LCH','GCC','IYK','LWS','COD','HLN','BQK','GTF','DLH','BTM','EGE','IDA','JAC','HDN','MTJ','CMX','CMI','CDV','LYH','ACT','STX','IPL','PAH','HTS','MEI','BLI','ERI','EWN','FLO','ACY','DBQ','TOL','GUC','PLN','BGR','PSE','PIE','UTM','ADK','ABR','TEX','MMH','GUM'}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
OO,6836,PAH,ORD,3,360,78,1
OO,6893,ACV,SFO,3,360,82,1
OO,6918,CMX,ORD,3,360,82,0
OO,6930,ORD,TYS,3,360,87,1
OO,6936,SPI,ORD,3,360,60,0
OO,6948,COS,ORD,3,360,146,0
OO,6949,EUG,DEN,3,360,155,0
OO,6975,DFW,ORD,3,360,139,0
OO,6997,MKE,ORD,3,360,44,1
OO,7006,EUG,PDX,3,360,41,0
OO,7008,CIC,SFO,3,360,65,0
OO,7049,SEA,PDX,3,360,48,0
OO,7763,PIH,SLC,3,360,48,0
OO,7768,SGU,SLC,3,360,73,1
OO,7799,COD,SLC,3,360,89,0
UA,189,BWI,ORD,3,360,135,0
UA,18,LAX,DEN,3,360,146,0
UA,201,BOS,IAD,3,360,103,0
UA,203,BOS,ORD,3,360,171,0
UA,226,SFO,BOS,3,360,342,0
UA,234,OMA,ORD,3,360,96,1
UA,257,JAX,ORD,3,360,156,0
UA,303,JFK,SFO,3,360,404,0
UA,32,PDX,DEN,3,360,146,0
UA,337,PHL,ORD,3,360,137,0
UA,376,ORD,PHL,3,360,125,0
UA,410,SMF,DEN,3,360,144,0
UA,468,SEA,SFO,3,360,130,0
UA,475,CLT,ORD,3,360,133,1
UA,494,DSM,ORD,3,360,80,0
UA,506,SFO,PHX,3,360,120,0
UA,510,LAS,SFO,3,360,95,0
UA,520,MSP,ORD,3,360,84,0
UA,532,DEN,ORD,3,360,141,0
UA,650,BDL,IAD,3,360,94,0
UA,668,ORD,LGA,3,360,127,1
UA,669,LGA,ORD,3,360,150,0
UA,705,IAD,ORD,3,360,131,0
UA,707,ORD,DEN,3,360,160,0
UA,736,SFO,LAS,3,360,98,0
UA,740,OAK,DEN,3,360,146,0
UA,90,LAX,SFO,3,360,89,0
UA,922,ORD,IAD,3,360,108,0
US,1050,RDU,CLT,3,360,57,0
US,1262,MIA,PHL,3,360,169,0
US,1267,LGA,PHL,3,360,57,0
US,1296,STL,CLT,3,360,113,0
US,1440,BNA,CLT,3,360,74,0
US,1772,MHT,CLT,3,360,152,0
US,1997,ORD,CLT,3,360,118,0
US,2021,BOS,DCA,3,360,96,0
US,2114,LGA,BOS,3,360,62,1
US,2115,BOS,LGA,3,360,70,0
US,2158,DCA,LGA,3,360,60,0
US,2161,LGA,DCA,3,360,59,0
US,270,IAH,PHX,3,360,172,0
US,56,ORD,PHL,3,360,119,0
US,578,SFO,PHX,3,360,111,0
US,595,MCI,PHX,3,360,174,0
US,652,IND,PHX,3,360,235,0
US,86,OMA,PHX,3,360,175,1
US,952,FLL,PHL,3,360,157,0
US,985,MSY,CLT,3,360,108,1
WN,1067,OAK,SAN,3,360,85,1
WN,109,MSY,DEN,3,360,180,0
WN,1289,GEG,SEA,3,360,70,0
WN,1357,SMF,ONT,3,360,80,0
WN,1851,ONT,OAK,3,360,80,1
WN,1929,LAX,DEN,3,360,135,0
WN,2529,IND,DEN,3,360,185,1
WN,2643,SMF,LAX,3,360,80,1
WN,2891,MDW,IAD,3,360,105,0
WN,3061,LGA,MDW,3,360,150,0
WN,367,MDW,BNA,3,360,85,1
WN,3,LIT,DAL,3,360,70,0
WN,406,SEA,LAS,3,360,140,1
WN,425,BOS,MDW,3,360,175,0
WN,647,PHX,DEN,3,360,105,1
WN,702,MDW,LAS,3,360,245,1
WN,735,IAD,DEN,3,360,240,0
WN,748,SMF,DEN,3,360,145,1
WN,799,LAX,SFO,3,360,80,0
WN,944,OAK,ONT,3,360,75,1
XE,2143,GSP,IAH,3,360,160,1
XE,2231,JAN,IAH,3,360,77,1
XE,2384,SHV,IAH,3,360,55,0
XE,2485,ORF,IAH,3,360,201,0
XE,2614,CMH,EWR,3,360,97,0
XE,2644,GPT,IAH,3,360,81,1
XE,2652,LEX,IAH,3,360,159,1
XE,2745,BNA,EWR,3,360,127,0
XE,2904,GRR,CLE,3,360,58,1
XE,2997,MSP,EWR,3,360,158,1
XE,3037,CHS,IAH,3,360,167,0
XE,3047,BHM,IAH,3,360,116,1
XE,3066,RIC,EWR,3,360,69,0
XE,3115,PVD,CLE,3,360,117,0
XE,5905,ABE,ORD,3,360,136,1
XE,5924,ICT,ORD,3,360,110,1
XE,5941,TUL,ORD,3,360,113,0
XE,5949,BTV,ORD,3,360,159,0
XE,5958,GRB,ORD,3,360,60,0
XE,5983,CLE,IAD,3,360,75,1
XE,5984,TYS,IAD,3,360,95,0
XE,5986,FAR,ORD,3,360,112,1
XE,5991,XNA,ORD,3,360,105,0
XE,5992,FSD,ORD,3,360,96,0
YV,2692,MEM,CLT,3,360,105,0
YV,2718,MRY,PHX,3,360,145,0
YV,2931,SAT,PHX,3,360,146,0
YV,7218,ATL,IAD,3,360,100,0
YV,7236,ROC,ORD,3,360,117,0
YV,7238,ORD,JAX,3,360,135,0
YV,7287,ORF,ORD,3,360,143,0
B6,742,SJU,MCO,3,361,184,0
OO,6965,AVL,ORD,3,361,109,0
UA,664,SFO,ORD,3,361,249,0
CO,1406,PIT,IAH,3,362,188,1
OO,6497,BFL,DEN,3,362,144,0
OO,6749,RAP,DEN,3,362,76,0
OO,6829,SMF,SFO,3,362,48,0
OO,7052,DRO,DEN,3,362,76,0
UA,59,DEN,SFO,3,362,167,0
UA,635,RDU,ORD,3,362,139,0
UA,675,BUF,ORD,3,362,113,0
XE,5902,PIA,ORD,3,362,63,0
B6,1320,BWI,BOS,3,363,77,0
B6,740,PSE,JFK,3,363,237,0
DL,1943,EWR,ATL,3,363,156,0
XE,2006,GSO,EWR,3,363,89,0
XE,2783,TYS,IAH,3,363,142,0
HA,205,OGG,HNL,3,364,33,0
OO,6495,COS,LAX,3,364,161,0
OO,6991,BHM,ORD,3,364,132,1
UA,261,SFO,LAX,3,364,95,0
9E,3698,PIA,MSP,3,365,100,0
9E,3964,ALB,JFK,3,365,90,1
9E,4227,FWA,CVG,3,365,52,0
AA,1002,DEN,DFW,3,365,125,0
AA,1331,MCI,DFW,3,365,105,0
AA,1425,STL,ORD,3,365,75,0
AA,1698,SLC,DFW,3,365,170,0
AA,1851,DCA,MIA,3,365,160,1
AA,1938,MSP,MIA,3,365,225,0
AA,2127,PHL,MIA,3,365,175,0
AA,697,FLL,DFW,3,365,190,0
AA,705,LGA,DFW,3,365,250,0
AS,730,ANC,SEA,3,365,205,0
AS,73,SIT,JNU,3,365,42,0
B6,1235,BOS,RDU,3,365,125,0
B6,451,BOS,FLL,3,365,204,0
CO,1093,CMH,IAH,3,365,168,1
CO,1471,TUL,IAH,3,365,95,0
CO,151,RDU,IAH,3,365,180,0
CO,1831,PBI,IAH,3,365,163,0
DL,1024,BDL,ATL,3,365,175,0
DL,1583,RSW,CVG,3,365,141,0
DL,1937,BWI,DTW,3,365,103,0
DL,1982,MEM,ATL,3,365,85,0
DL,2385,BOS,CVG,3,365,145,0
DL,2931,LGA,DTW,3,365,118,0
DL,2940,OAK,SLC,3,365,108,0
EV,5343,GRR,ATL,3,365,130,0
FL,290,HOU,ATL,3,365,112,0
FL,461,BWI,ATL,3,365,126,0
MQ,3074,LAX,RNO,3,365,90,0
MQ,3366,CAE,DFW,3,365,185,0
MQ,3391,TXK,DFW,3,365,60,1
MQ,3894,XNA,ORD,3,365,100,1
MQ,4015,JAX,ORD,3,365,160,0
MQ,4077,ABE,ORD,3,365,140,0
OH,6358,LIT,DTW,3,365,131,0
OH,6522,PHL,MEM,3,365,178,0
OO,3045,DSM,MKE,3,365,66,0
OO,4794,ONT,SLC,3,365,104,0
OO,6232,FAT,LAS,3,365,77,1
OO,6558,RNO,DEN,3,365,129,0
OO,6722,PSC,DEN,3,365,139,1
OO,6750,ORD,ATL,3,365,124,1
UA,112,ONT,DEN,3,365,139,0
UA,524,ORD,BOS,3,365,139,0
UA,600,ORD,DCA,3,365,111,0
UA,634,ORD,EWR,3,365,125,0
US,486,RNO,PHX,3,365,107,0
WN,1136,LAS,LAX,3,365,65,0
WN,1426,STL,DAL,3,365,110,1
WN,1461,DEN,LAS,3,365,120,1
WN,1481,BNA,DEN,3,365,185,1
WN,1687,STL,DEN,3,365,150,1
WN,1772,SFO,SAN,3,365,85,0
WN,1824,MHT,BWI,3,365,110,1
WN,1945,SEA,DEN,3,365,160,1
WN,2557,STL,MDW,3,365,65,0
WN,2885,LAS,DEN,3,365,115,0
WN,28,BOS,BWI,3,365,110,0
WN,317,MDW,DEN,3,365,170,1
WN,3842,LAS,PHX,3,365,70,0
WN,388,AUS,ELP,3,365,100,1
WN,410,CMH,MDW,3,365,70,1
WN,673,DAL,SAT,3,365,65,0
XE,2528,MHT,CLE,3,365,119,0
XE,2696,DAY,CLE,3,365,54,0
XE,2995,IAD,IAH,3,365,211,0
CO,689,DTW,IAH,3,366,185,0
OO,6369,TUS,SFO,3,367,133,1
OO,6374,PSP,SFO,3,367,88,0
YV,7305,CLT,IAD,3,367,79,0
9E,3683,SCE,DTW,3,370,90,0
AA,1032,ONT,DFW,3,370,180,0
AA,1354,LAS,MIA,3,370,265,0
AA,1723,BWI,MIA,3,370,160,0
AA,2410,LAX,DFW,3,370,185,0
AA,301,LGA,ORD,3,370,160,0
AA,398,ORD,LGA,3,370,120,0
AA,488,SEA,DFW,3,370,230,1
AA,532,DFW,RDU,3,370,145,0
AA,700,DFW,LGA,3,370,190,1
AA,817,BNA,DFW,3,370,130,0
AS,151,ANC,OTZ,3,370,95,0
AS,340,SEA,OAK,3,370,122,0
AS,561,LAX,PDX,3,370,147,0
DL,1453,LGA,MSP,3,370,184,0
DL,1597,PHL,MSP,3,370,180,0
DL,1661,DTW,ATL,3,370,136,0
DL,1815,LGA,CVG,3,370,129,0
DL,2782,MSY,MEM,3,370,83,1
DL,2865,BUF,ATL,3,370,154,0
DL,328,JAN,ATL,3,370,83,0
EV,5176,VPS,MEM,3,370,88,0
EV,5247,DCA,MEM,3,370,147,1
EV,5612,MEI,ATL,3,370,68,1
EV,7119,ROC,IAD,3,370,80,0
EV,7132,CAE,IAD,3,370,83,0
F9,453,LGA,MKE,3,370,135,0
F9,653,ATL,DEN,3,370,201,1
FL,411,PWM,BWI,3,370,102,0
FL,69,IAD,ATL,3,370,119,0
FL,989,PIT,ATL,3,370,120,0
MQ,2743,FAY,DFW,3,370,195,0
MQ,3612,BHM,MIA,3,370,115,0
MQ,3685,MEM,MIA,3,370,145,0
MQ,4076,FAR,ORD,3,370,130,0
MQ,4117,TRI,ORD,3,370,110,0
MQ,4152,AZO,ORD,3,370,60,0
MQ,4414,RDU,JFK,3,370,95,0
MQ,4419,RDU,DCA,3,370,65,1
OH,6340,EWR,MEM,3,370,187,1
OH,6360,MDT,DTW,3,370,107,0
OH,6397,SYR,JFK,3,370,90,0
OH,6405,GSO,ATL,3,370,93,0
OH,6686,STL,CVG,3,370,73,0
OH,6770,IND,DCA,3,370,100,0
OO,4531,FCA,SLC,3,370,97,0
OO,4681,EUG,SLC,3,370,113,0
OO,4682,SJC,SLC,3,370,112,0
OO,4713,RAP,SLC,3,370,104,1
OO,4729,MFR,SLC,3,370,112,0
OO,4756,MCI,SLC,3,370,162,1
OO,6364,SBA,LAX,3,370,48,0
OO,6465,SLC,LAX,3,370,120,0
OO,6674,FAT,DEN,3,370,134,0
OO,6716,CRW,ORD,3,370,97,0
OO,6826,MRY,SFO,3,370,35,0
OO,6850,ORD,MBS,3,370,60,1
UA,414,ORD,BDL,3,370,129,0
UA,732,SEA,ORD,3,370,242,0
UA,893,BOS,SFO,3,370,410,0
UA,966,LAX,IAD,3,370,292,0
US,1223,SYR,DCA,3,370,82,0
US,12,SMF,PHX,3,370,109,0
US,1703,PVD,DCA,3,370,87,0
US,506,BOS,PHX,3,370,364,0
US,590,OAK,PHX,3,370,112,0
US,641,DFW,PHX,3,370,157,1
WN,1105,LAS,MDW,3,370,215,0
WN,1762,OAK,DEN,3,370,155,0
WN,3060,LAX,PHX,3,370,75,0
WN,3684,SAT,DEN,3,370,145,0
WN,3762,MSP,STL,3,370,105,1
WN,379,OAK,SEA,3,370,125,1
WN,380,SFO,DEN,3,370,155,0
WN,682,AUS,DEN,3,370,140,0
WN,821,OAK,LAX,3,370,75,0
XE,2251,IND,EWR,3,370,114,0
XE,2323,ALB,CLE,3,370,102,0
XE,2445,BOS,CLE,3,370,125,0
XE,2585,STL,EWR,3,370,137,0
XE,2718,BWI,EWR,3,370,54,0
XE,5998,ROA,IAD,3,370,65,1
YV,2735,ELP,PHX,3,370,80,0
YV,2933,ABQ,PHX,3,370,76,0
OO,6759,LIT,ORD,3,371,115,0
UA,791,LAS,DEN,3,371,120,0
UA,894,DEN,LAX,3,371,159,0
OO,6320,LAX,SAN,3,372,48,0
UA,871,MCI,DEN,3,372,118,0
XE,5950,BUF,IAD,3,372,74,0
HA,107,KOA,HNL,3,373,42,0
UA,243,MSP,DEN,3,373,139,0
UA,796,RDU,IAD,3,373,69,0
UA,812,GEG,DEN,3,373,133,0
XE,3081,BTV,EWR,3,373,77,0
9E,3692,FSD,DTW,3,375,130,1
9E,3751,ROC,DTW,3,375,103,0
9E,3815,PNS,MEM,3,375,91,0
9E,3946,MSN,MEM,3,375,118,0
9E,3997,MLI,MEM,3,375,96,0
9E,4259,PLN,DTW,3,375,95,0
9E,4388,IAD,DTW,3,375,108,0
9E,4390,CID,DTW,3,375,106,0
AA,2258,SAT,DFW,3,375,65,0
B6,1249,BOS,IAD,3,375,100,1
CO,1576,SJC,IAH,3,375,228,0
CO,1649,FLL,IAH,3,375,164,0
CO,223,SEA,IAH,3,375,245,0
DL,1125,PHF,ATL,3,375,116,0
DL,1244,HOU,ATL,3,375,130,0
DL,1408,DEN,MSP,3,375,129,0
DL,1432,BWI,MEM,3,375,147,0
DL,1516,DEN,ATL,3,375,170,0
DL,1762,BNA,DTW,3,375,126,0
DL,1909,FNT,ATL,3,375,146,0
DL,1999,MCI,MEM,3,375,88,0
DL,2052,MSY,ATL,3,375,95,0
DL,2154,LAX,ATL,3,375,252,1
DL,2570,LAX,SLC,3,375,119,0
DL,2578,SAN,SLC,3,375,120,0
EV,4993,ATL,DTW,3,375,110,1
EV,5075,MDT,ATL,3,375,133,0
EV,5182,GNV,ATL,3,375,75,0
EV,5364,MGM,MEM,3,375,76,0
EV,5611,LEX,ATL,3,375,85,0
EV,7349,OKC,MEM,3,375,93,0
F9,103,MSP,DEN,3,375,131,0
F9,143,HOU,DEN,3,375,146,0
F9,192,DAY,DEN,3,375,189,0
F9,262,STL,DEN,3,375,144,0
F9,319,DCA,MKE,3,375,130,0
F9,38,SEA,DEN,3,375,154,0
F9,496,CAK,DEN,3,375,202,1
FL,582,GRR,BWI,3,375,95,0
FL,656,SAT,ATL,3,375,131,0
FL,96,RDU,ATL,3,375,85,0
MQ,2810,SHV,DFW,3,375,60,0
MQ,3314,FWA,DFW,3,375,165,0
MQ,3600,CHS,MIA,3,375,105,0
MQ,4199,EVV,ORD,3,375,85,0
MQ,4503,CMH,JFK,3,375,105,0
MQ,4576,LGA,CLT,3,375,120,0
MQ,4590,MSP,LGA,3,375,164,0
MQ,4599,LGA,MSP,3,375,175,0
OH,6566,RIC,JFK,3,375,85,0
OH,6594,BHM,LGA,3,375,150,1
OO,4478,ORD,SLC,3,375,205,1
OO,4553,LAX,LAS,3,375,70,0
OO,4654,HLN,SLC,3,375,69,0
OO,6463,SMF,LAX,3,375,95,0
OO,6992,DLH,ORD,3,375,90,0
UA,33,DFW,DEN,3,375,136,0
US,1125,BDL,CLT,3,375,140,0
US,1433,BOS,CLT,3,375,152,0
US,1517,BDL,DCA,3,375,81,1
US,1626,CLT,LGA,3,375,100,0
US,1812,PHL,BOS,3,375,74,0
WN,1056,STL,LAS,3,375,235,1
WN,107,MDW,PHL,3,375,125,0
WN,1155,ONT,PHX,3,375,70,0
WN,1199,OKC,HOU,3,375,85,1
WN,1320,LAS,SEA,3,375,165,0
WN,1400,DEN,MDW,3,375,145,0
WN,1628,DAL,HOU,3,375,60,1
WN,1636,HOU,DAL,3,375,60,0
WN,1657,ELP,SAT,3,375,80,0
WN,1915,BDL,BWI,3,375,80,1
WN,2377,PIT,MCO,3,375,150,1
WN,2706,ELP,AUS,3,375,85,0
WN,3756,LAX,SMF,3,375,80,0
WN,3915,AUS,HOU,3,375,50,1
WN,532,PHX,MDW,3,375,200,1
WN,568,BHM,PHX,3,375,240,1
WN,685,OMA,STL,3,375,70,0
WN,697,LBB,AUS,3,375,70,0
WN,6,CRP,HOU,3,375,50,0
WN,756,MDW,MCI,3,375,95,1
WN,840,DEN,PHX,3,375,120,0
WN,912,OAK,SNA,3,375,85,1
XE,2046,AEX,IAH,3,375,62,0
XE,2072,RIC,IAH,3,375,199,1
XE,2175,BNA,IAH,3,375,134,0
XE,2535,SDF,EWR,3,375,114,0
XE,2853,DAY,EWR,3,375,108,0
XE,2946,JAX,EWR,3,375,132,0
YV,2631,EWR,CLT,3,375,115,0
YV,2924,AUS,PHX,3,375,148,0
HA,113,HNL,LIH,3,376,35,0
UA,472,SMF,ORD,3,376,245,0
OO,6314,PSP,LAX,3,377,47,0
UA,185,PHL,SFO,3,377,389,0
UA,671,PHX,SFO,3,377,138,0
OO,6438,GJT,DEN,3,378,60,0
OO,6568,SAN,LAX,3,378,52,0
OO,7037,CPR,DEN,3,378,69,0
UA,16,SAN,ORD,3,378,244,1
UA,484,SAN,DEN,3,378,149,0
OH,6621,LEX,DTW,3,379,86,0
UA,988,DSM,DEN,3,379,127,0
9E,3684,PIT,JFK,3,380,106,0
9E,3779,FSM,MEM,3,380,67,0
9E,3934,TUL,MEM,3,380,83,0
9E,4052,DAL,MEM,3,380,88,0
9E,4138,BUF,DTW,3,380,85,0
AA,1096,SAN,ORD,3,380,250,0
AA,1185,RDU,DFW,3,380,200,1
AA,1280,SJC,DFW,3,380,215,0
AA,1433,BDL,MIA,3,380,205,0
AA,1434,DFW,MCO,3,380,145,0
AA,1466,DFW,BOS,3,380,200,1
AA,2065,MFE,DFW,3,380,95,0
AA,2515,STL,MIA,3,380,160,0
AA,496,ORD,DCA,3,380,99,0
AA,689,ORF,DFW,3,380,220,1
AA,971,ATL,MIA,3,380,110,0
AS,477,LAX,SEA,3,380,165,0
AS,537,ONT,SEA,3,380,166,0
AS,658,PDX,SJC,3,380,108,0
B6,1321,BOS,BWI,3,380,89,0
CO,605,OKC,IAH,3,380,80,0
DL,1212,LAX,MSP,3,380,220,1
DL,1449,IAD,ATL,3,380,129,0
DL,1756,SAT,MSP,3,380,168,0
DL,1872,TPA,ATL,3,380,90,0
DL,2346,PDX,ATL,3,380,279,0
DL,2414,FLL,JFK,3,380,169,0
DL,2513,MSP,ATL,3,380,167,1
EV,4991,MYR,ATL,3,380,81,0
EV,5428,LFT,MEM,3,380,83,0
EV,7095,GSO,IAD,3,380,67,0
F9,650,SFO,DEN,3,380,150,0
F9,765,AUS,DEN,3,380,133,1
FL,132,TPA,ATL,3,380,95,0
FL,300,DEN,ATL,3,380,167,0
FL,684,ICT,ATL,3,380,126,0
FL,806,BOS,BWI,3,380,93,0
MQ,2985,AGS,DFW,3,380,175,0
MQ,3081,SAN,LAX,3,380,45,0
MQ,3302,MLI,DFW,3,380,140,0
MQ,4004,CVG,ORD,3,380,80,1
MQ,4278,CMI,ORD,3,380,55,0
OO,4529,OMA,SLC,3,380,156,1
OO,4554,GTF,SLC,3,380,88,0
OO,4638,SAN,LAX,3,380,49,0
OO,4667,TUL,SLC,3,380,154,1
OO,6454,MSN,ORD,3,380,55,0
OO,6701,FAR,DEN,3,380,128,0
OO,6832,SBA,SFO,3,380,88,0
OO,6974,HDN,DEN,3,380,67,1
UA,143,TPA,ORD,3,380,170,0
UA,353,LAX,LAS,3,380,80,0
UA,381,BDL,ORD,3,380,161,0
UA,658,SJC,DEN,3,380,156,0
US,1434,MIA,CLT,3,380,126,0
US,542,SJC,PHX,3,380,113,0
WN,1329,ONT,SMF,3,380,90,0
WN,1472,DEN,LAX,3,380,155,0
WN,1566,ALB,BWI,3,380,95,1
WN,1591,PHL,BOS,3,380,80,0
WN,220,BHM,HOU,3,380,115,0
WN,2552,RNO,LAS,3,380,80,1
WN,496,PDX,DEN,3,380,145,1
WN,758,DAL,LIT,3,380,60,0
WN,831,PHL,MDW,3,380,135,1
WN,909,ECP,BWI,3,380,130,0
XE,2208,MCI,EWR,3,380,157,0
XE,2788,CVG,EWR,3,380,112,0
YV,2934,BFL,PHX,3,380,92,1
FL,1435,PHF,BOS,3,381,89,1
HA,105,OGG,HNL,3,381,33,0
UA,132,PDX,ORD,3,381,234,0
UA,73,SAN,SFO,3,382,103,0
DL,1241,GSP,ATL,3,383,63,1
HA,101,ITO,HNL,3,383,49,0
UA,91,EWR,SFO,3,383,393,0
XE,2164,PIT,EWR,3,383,83,0
DL,1260,GEG,SLC,3,384,110,1
OO,6727,MTJ,DEN,3,384,63,0
9E,3928,PIA,DTW,3,385,93,0
AA,1361,HSV,DFW,3,385,135,0
AA,1462,MCI,ORD,3,385,95,0
AA,2042,DFW,FLL,3,385,150,0
AA,404,MIA,MCO,3,385,60,0
AA,419,BOS,DFW,3,385,270,0
AA,509,DTW,DFW,3,385,185,0
AA,608,SAN,DFW,3,385,185,0
AA,810,SFO,ORD,3,385,255,0
AS,304,SEA,SFO,3,385,133,0
B6,110,MSY,JFK,3,385,163,0
CO,1087,MCO,IAH,3,385,150,0
CO,1437,TPA,IAH,3,385,142,1
CO,625,EWR,CLE,3,385,100,0
CO,651,AUS,EWR,3,385,205,0
CO,724,CLE,EWR,3,385,83,0
DL,1092,TPA,DTW,3,385,169,0
DL,1192,SMF,SLC,3,385,103,0
DL,1592,SAN,ATL,3,385,249,0
DL,2163,DCA,MSP,3,385,173,0
DL,2258,RDU,MSP,3,385,184,0
DL,2283,CAE,ATL,3,385,78,1
DL,2728,RNO,SLC,3,385,92,0
DL,2938,ATL,DCA,3,385,94,0
EV,7305,HSV,MEM,3,385,67,0
EV,7372,GPT,MEM,3,385,83,1
F9,71,DTW,DEN,3,385,189,0
F9,790,PDX,DEN,3,385,144,1
FL,431,MKE,ATL,3,385,129,0
FL,516,CMH,ATL,3,385,108,0
MQ,2782,LEX,DFW,3,385,160,1
MQ,2830,PNS,DFW,3,385,125,0
MQ,4375,DCA,RDU,3,385,65,0
MQ,4464,LGA,BOS,3,385,65,0
OH,6421,EWR,CVG,3,385,140,1
OO,4489,COS,SLC,3,385,95,0
OO,4551,RDM,SLC,3,385,101,1
OO,4624,FAT,SLC,3,385,104,1
OO,4645,BTM,SLC,3,385,73,1
OO,4714,CPR,SLC,3,385,73,0
OO,4840,BIL,SLC,3,385,80,0
OO,6401,EUG,SFO,3,385,96,0
OO,6547,IAH,ORD,3,385,151,0
US,1019,PVD,CLT,3,385,143,0
US,1656,BUF,CLT,3,385,116,0
US,220,SAN,PHX,3,385,84,0
